season,fpl_game_week,team,opponent,team_goals,opponent_goals,pred_goals_scored,pred_goals_conceded
2018-2019,21,Cardiff City,Tottenham,0.0,3.0,0.6668150804103071,2.095943225704936
2018-2019,21,Huddersfield,Burnley,1.0,2.0,1.0667200002527029,1.3755071636276603
2018-2019,21,Burnley,Huddersfield,2.0,1.0,1.3755071636276603,1.0667200002527029
2018-2019,21,Crystal Palace,Wolves,2.0,0.0,0.9114392251355994,1.4220961354978219
2018-2019,21,Wolves,Crystal Palace,0.0,2.0,1.4220961354978219,0.9114392251355994
2018-2019,21,Brighton,West Ham,2.0,2.0,1.0865788990649987,1.4517953944509117
2018-2019,21,West Ham,Brighton,2.0,2.0,1.4517953944509117,1.0865788990649987
2018-2019,21,Watford,Bournemouth,3.0,3.0,1.3612354857678146,1.426681613519869
2018-2019,21,Bournemouth,Watford,3.0,3.0,1.426681613519869,1.3612354857678146
2018-2019,21,Chelsea,Southampton,0.0,0.0,2.2312595674109446,0.4797939125943407
2018-2019,21,Southampton,Chelsea,0.0,0.0,0.4797939125943407,2.2312595674109446
2018-2019,21,Newcastle Utd,Manchester Utd,0.0,2.0,0.994571414443195,1.9147692990452558
2018-2019,21,Manchester Utd,Newcastle Utd,2.0,0.0,1.9147692990452558,0.994571414443195
2018-2019,21,Liverpool,Manchester City,1.0,2.0,1.6616165999671448,1.739066841660425
2018-2019,21,Manchester City,Liverpool,2.0,1.0,1.739066841660425,1.6616165999671448
2018-2019,22,West Ham,Arsenal,1.0,0.0,1.424631880695113,1.8842327647866082
2018-2019,22,Arsenal,West Ham,0.0,1.0,1.8842327647866082,1.424631880695113
2018-2019,22,Burnley,Fulham,2.0,1.0,1.7088695142751633,0.9397923804473419
2018-2019,22,Fulham,Burnley,1.0,2.0,0.9397923804473419,1.7088695142751633
2018-2019,22,Liverpool,Brighton,1.0,0.0,2.0833123028103184,0.7536143422112388
2018-2019,22,Brighton,Liverpool,0.0,1.0,0.7536143422112388,2.0833123028103184
2018-2019,22,Watford,Crystal Palace,2.0,1.0,1.0188810864000086,1.5850032916486947
2018-2019,22,Crystal Palace,Watford,1.0,2.0,1.5850032916486947,1.0188810864000086
2018-2019,22,Cardiff City,Huddersfield,0.0,0.0,1.5499371507927666,0.9664289972114335
2018-2019,22,Huddersfield,Cardiff City,0.0,0.0,0.9664289972114335,1.5499371507927666
2018-2019,22,Leicester City,Southampton,1.0,2.0,1.6678548960175288,0.8953178377769743
2018-2019,22,Southampton,Leicester City,2.0,1.0,0.8953178377769743,1.6678548960175288
2018-2019,22,Chelsea,Newcastle Utd,2.0,1.0,2.2107215381401195,0.3001396263026972
2018-2019,22,Newcastle Utd,Chelsea,1.0,2.0,0.3001396263026972,2.2107215381401195
2018-2019,22,Everton,Bournemouth,2.0,0.0,1.654261119989642,1.11141975479027
2018-2019,22,Bournemouth,Everton,0.0,2.0,1.11141975479027,1.654261119989642
2018-2019,22,Tottenham,Manchester Utd,0.0,1.0,1.8747960008625602,1.347434954733956
2018-2019,22,Manchester Utd,Tottenham,1.0,0.0,1.347434954733956,1.8747960008625602
2018-2019,22,Manchester City,Wolves,3.0,0.0,2.414391587387702,0.49719107201816315
2018-2019,22,Wolves,Manchester City,0.0,3.0,0.49719107201816315,2.414391587387702
2018-2019,23,Arsenal,Chelsea,2.0,0.0,1.4881065801749744,1.5836539452062788
2018-2019,23,Chelsea,Arsenal,0.0,2.0,1.5836539452062788,1.4881065801749744
2018-2019,23,Watford,Burnley,0.0,0.0,1.5386410185669,1.2842102396595645
2018-2019,23,Burnley,Watford,0.0,0.0,1.2842102396595645,1.5386410185669
2018-2019,23,Liverpool,Crystal Palace,4.0,3.0,2.4839508863052586,0.5179657073116538
2018-2019,23,Crystal Palace,Liverpool,3.0,4.0,0.5179657073116538,2.4839508863052586
2018-2019,23,Southampton,Everton,2.0,1.0,1.4342378081245435,1.2428947246455733
2018-2019,23,Everton,Southampton,1.0,2.0,1.2428947246455733,1.4342378081245435
2018-2019,23,Leicester City,Wolves,3.0,4.0,1.356981919093244,1.2806212068759897
2018-2019,23,Wolves,Leicester City,4.0,3.0,1.2806212068759897,1.356981919093244
2018-2019,23,Cardiff City,Newcastle Utd,0.0,3.0,0.9432967694784746,1.4962010097754068
2018-2019,23,Newcastle Utd,Cardiff City,3.0,0.0,1.4962010097754068,0.9432967694784746
2018-2019,23,West Ham,Bournemouth,0.0,2.0,1.231332701192141,1.5272964857186913
2018-2019,23,Bournemouth,West Ham,2.0,0.0,1.5272964857186913,1.231332701192141
2018-2019,23,Brighton,Manchester Utd,1.0,2.0,0.5973389305425377,2.183124414136136
2018-2019,23,Manchester Utd,Brighton,2.0,1.0,2.183124414136136,0.5973389305425377
2018-2019,23,Manchester City,Huddersfield,3.0,0.0,2.4510432866266703,0.3522690507498645
2018-2019,23,Huddersfield,Manchester City,0.0,3.0,0.3522690507498645,2.4510432866266703
2018-2019,23,Fulham,Tottenham,1.0,2.0,0.7252958458083086,1.994290595368279
2018-2019,23,Tottenham,Fulham,2.0,1.0,1.994290595368279,0.7252958458083086
2018-2019,24,Manchester Utd,Burnley,2.0,2.0,2.1991491887782395,0.7853060203754787
2018-2019,24,Burnley,Manchester Utd,2.0,2.0,0.7853060203754787,2.1991491887782395
2018-2019,24,Newcastle Utd,Manchester City,2.0,1.0,0.6869621530406849,2.3202916949753156
2018-2019,24,Manchester City,Newcastle Utd,1.0,2.0,2.3202916949753156,0.6869621530406849
2018-2019,24,Arsenal,Cardiff City,2.0,1.0,2.3033353575326427,0.5136120499173977
2018-2019,24,Cardiff City,Arsenal,1.0,2.0,0.5136120499173977,2.3033353575326427
2018-2019,24,Everton,Huddersfield,1.0,0.0,1.447132582022091,0.9280860637376954
2018-2019,24,Huddersfield,Everton,0.0,1.0,0.9280860637376954,1.447132582022091
2018-2019,24,Brighton,Fulham,2.0,4.0,1.266281320060632,1.2748571676074605
2018-2019,24,Fulham,Brighton,4.0,2.0,1.2748571676074605,1.266281320060632
2018-2019,24,West Ham,Wolves,0.0,3.0,1.2349966151167548,1.3318424544648633
2018-2019,24,Wolves,West Ham,3.0,0.0,1.3318424544648633,1.2349966151167548
2018-2019,24,Chelsea,Bournemouth,0.0,4.0,1.6803840634135374,1.0440387205848443
2018-2019,24,Bournemouth,Chelsea,4.0,0.0,1.0440387205848443,1.6803840634135374
2018-2019,24,Crystal Palace,Southampton,1.0,1.0,1.1871191444113118,1.3382957112188463
2018-2019,24,Southampton,Crystal Palace,1.0,1.0,1.3382957112188463,1.1871191444113118
2018-2019,24,Watford,Tottenham,1.0,2.0,0.6503757326831227,2.241570273272326
2018-2019,24,Tottenham,Watford,2.0,1.0,2.241570273272326,0.6503757326831227
2018-2019,24,Leicester City,Liverpool,1.0,1.0,0.6072518186805925,2.5577606425027053
2018-2019,24,Liverpool,Leicester City,1.0,1.0,2.5577606425027053,0.6072518186805925
2018-2019,25,Wolves,Everton,3.0,1.0,0.9123165972819994,1.5533685093910634
2018-2019,25,Everton,Wolves,1.0,3.0,1.5533685093910634,0.9123165972819994
2018-2019,25,Cardiff City,Bournemouth,2.0,0.0,0.9962574206590752,1.5266630994135146
2018-2019,25,Bournemouth,Cardiff City,0.0,2.0,1.5266630994135146,0.9962574206590752
2018-2019,25,Crystal Palace,Fulham,2.0,0.0,1.782052997169047,1.0170896519737924
2018-2019,25,Fulham,Crystal Palace,0.0,2.0,1.0170896519737924,1.782052997169047
2018-2019,25,Southampton,Burnley,1.0,1.0,1.0304306701870953,1.59138986367759
2018-2019,25,Burnley,Southampton,1.0,1.0,1.59138986367759,1.0304306701870953
2018-2019,25,Watford,Brighton,0.0,0.0,1.338799578583868,1.4312854905288974
2018-2019,25,Brighton,Watford,0.0,0.0,1.4312854905288974,1.338799578583868
2018-2019,25,Tottenham,Newcastle Utd,1.0,0.0,2.191540483198808,0.49583664279855755
2018-2019,25,Newcastle Utd,Tottenham,0.0,1.0,0.49583664279855755,2.191540483198808
2018-2019,25,Huddersfield,Chelsea,0.0,5.0,0.19176653139007827,2.128929859100321
2018-2019,25,Chelsea,Huddersfield,5.0,0.0,2.128929859100321,0.19176653139007827
2018-2019,25,Manchester Utd,Leicester City,1.0,0.0,1.8204573478538602,1.1800274778522224
2018-2019,25,Leicester City,Manchester Utd,0.0,1.0,1.1800274778522224,1.8204573478538602
2018-2019,25,Arsenal,Manchester City,1.0,3.0,1.1703014226054633,2.276292218741661
2018-2019,25,Manchester City,Arsenal,3.0,1.0,2.276292218741661,1.1703014226054633
2018-2019,25,Liverpool,West Ham,1.0,1.0,2.160335280902999,0.7876039424451079
2018-2019,25,West Ham,Liverpool,1.0,1.0,0.7876039424451079,2.160335280902999
2018-2019,25,Everton,Manchester City,0.0,2.0,0.8811104184237871,2.005801516684625
2018-2019,25,Manchester City,Everton,2.0,0.0,2.005801516684625,0.8811104184237871
2018-2019,26,Burnley,Brighton,3.0,1.0,1.3618746489194737,1.4218224651595806
2018-2019,26,Brighton,Burnley,1.0,3.0,1.4218224651595806,1.3618746489194737
2018-2019,26,Huddersfield,Arsenal,1.0,2.0,0.6702552212480518,2.1155025319776266
2018-2019,26,Arsenal,Huddersfield,2.0,1.0,2.1155025319776266,0.6702552212480518
2018-2019,26,Southampton,Cardiff City,1.0,2.0,1.5017927121556873,0.8246697773379437
2018-2019,26,Cardiff City,Southampton,2.0,1.0,0.8246697773379437,1.5017927121556873
2018-2019,26,Everton,Watford,0.0,1.0,1.2152776414835287,1.4132615581569772
2018-2019,26,Watford,Everton,1.0,0.0,1.4132615581569772,1.2152776414835287
2018-2019,26,Crystal Palace,West Ham,1.0,1.0,1.4774579360199738,1.0041424766524374
2018-2019,26,West Ham,Crystal Palace,1.0,1.0,1.0041424766524374,1.4774579360199738
2018-2019,26,Fulham,Manchester Utd,0.0,3.0,0.9142748990684081,2.3579065573676252
2018-2019,26,Manchester Utd,Fulham,3.0,0.0,2.3579065573676252,0.9142748990684081
2018-2019,26,Bournemouth,Liverpool,0.0,3.0,0.6358626378534475,2.2466047302867747
2018-2019,26,Liverpool,Bournemouth,3.0,0.0,2.2466047302867747,0.6358626378534475
2018-2019,26,Leicester City,Tottenham,1.0,3.0,0.6466135227337308,2.1841257221534813
2018-2019,26,Tottenham,Leicester City,3.0,1.0,2.1841257221534813,0.6466135227337308
2018-2019,26,Chelsea,Manchester City,0.0,6.0,0.8590780013051309,2.1592249706572586
2018-2019,26,Manchester City,Chelsea,6.0,0.0,2.1592249706572586,0.8590780013051309
2018-2019,26,Wolves,Newcastle Utd,1.0,1.0,1.6158084212447479,1.1008601054887
2018-2019,26,Newcastle Utd,Wolves,1.0,1.0,1.1008601054887,1.6158084212447479
2018-2019,27,Fulham,West Ham,1.0,3.0,1.0109401095295385,1.7306411291810506
2018-2019,27,West Ham,Fulham,3.0,1.0,1.7306411291810506,1.0109401095295385
2018-2019,27,Watford,Cardiff City,5.0,1.0,1.2365025561885843,1.1937430601430086
2018-2019,27,Cardiff City,Watford,1.0,5.0,1.1937430601430086,1.2365025561885843
2018-2019,27,Leicester City,Crystal Palace,1.0,4.0,1.7836921611697658,1.1683026355022796
2018-2019,27,Crystal Palace,Leicester City,4.0,1.0,1.1683026355022796,1.7836921611697658
2018-2019,27,Huddersfield,Newcastle Utd,0.0,2.0,0.6843816396520978,1.6319406047694072
2018-2019,27,Newcastle Utd,Huddersfield,2.0,0.0,1.6319406047694072,0.6843816396520978
2018-2019,27,Wolves,Bournemouth,1.0,1.0,1.2293749126367104,1.480582634347999
2018-2019,27,Bournemouth,Wolves,1.0,1.0,1.480582634347999,1.2293749126367104
2018-2019,27,Tottenham,Burnley,1.0,2.0,1.968335300630209,1.1133481164552173
2018-2019,27,Burnley,Tottenham,2.0,1.0,1.1133481164552173,1.968335300630209
2018-2019,27,Arsenal,Southampton,2.0,0.0,2.0593007950752837,0.7688122371560254
2018-2019,27,Southampton,Arsenal,0.0,2.0,0.7688122371560254,2.0593007950752837
2018-2019,27,Liverpool,Manchester Utd,0.0,0.0,1.7336500267213362,1.5384012473309538
2018-2019,27,Manchester Utd,Liverpool,0.0,0.0,1.5384012473309538,1.7336500267213362
2018-2019,28,Everton,Cardiff City,3.0,0.0,1.324201510014208,1.1843841754173252
2018-2019,28,Cardiff City,Everton,0.0,3.0,1.1843841754173252,1.324201510014208
2018-2019,28,Huddersfield,Wolves,1.0,0.0,0.8837634396546702,1.7651140011322661
2018-2019,28,Wolves,Huddersfield,0.0,1.0,1.7651140011322661,0.8837634396546702
2018-2019,28,Brighton,Leicester City,1.0,2.0,0.9744435235541965,1.9647231158267742
2018-2019,28,Leicester City,Brighton,2.0,1.0,1.9647231158267742,0.9744435235541965
2018-2019,28,Burnley,Newcastle Utd,0.0,2.0,1.2164839090145347,1.5238996710940862
2018-2019,28,Newcastle Utd,Burnley,2.0,0.0,1.5238996710940862,1.2164839090145347
2018-2019,28,Chelsea,Tottenham,2.0,0.0,1.5564957293274722,1.6558783846580138
2018-2019,28,Tottenham,Chelsea,0.0,2.0,1.6558783846580138,1.5564957293274722
2018-2019,28,Crystal Palace,Manchester Utd,1.0,3.0,1.294701361928181,1.8144572380648594
2018-2019,28,Manchester Utd,Crystal Palace,3.0,1.0,1.8144572380648594,1.294701361928181
2018-2019,28,Watford,Liverpool,0.0,5.0,0.49107491532116543,2.328973548305631
2018-2019,28,Liverpool,Watford,5.0,0.0,2.328973548305631,0.49107491532116543
2018-2019,28,Bournemouth,Arsenal,1.0,5.0,0.9000055103954612,2.1245423315221523
2018-2019,28,Arsenal,Bournemouth,5.0,1.0,2.1245423315221523,0.9000055103954612
2018-2019,28,Southampton,Fulham,2.0,0.0,1.7704652981433888,1.0449145161238529
2018-2019,28,Fulham,Southampton,0.0,2.0,1.0449145161238529,1.7704652981433888
2018-2019,28,Manchester City,West Ham,1.0,0.0,2.6876214504474887,0.4923830774918114
2018-2019,28,West Ham,Manchester City,0.0,1.0,0.4923830774918114,2.6876214504474887
2018-2019,29,Huddersfield,Brighton,0.0,1.0,0.9500421818959606,1.7246436523590276
2018-2019,29,Brighton,Huddersfield,1.0,0.0,1.7246436523590276,0.9500421818959606
2018-2019,29,Burnley,Crystal Palace,1.0,3.0,1.4583440149247855,1.363032430704251
2018-2019,29,Crystal Palace,Burnley,3.0,1.0,1.363032430704251,1.4583440149247855
2018-2019,29,Newcastle Utd,West Ham,0.0,2.0,1.3959128495009563,1.5693899268529483
2018-2019,29,West Ham,Newcastle Utd,2.0,0.0,1.5693899268529483,1.3959128495009563
2018-2019,29,Manchester City,Bournemouth,1.0,0.0,2.456542819581444,0.7715536975588422
2018-2019,29,Bournemouth,Manchester City,0.0,1.0,0.7715536975588422,2.456542819581444
2018-2019,29,Southampton,Manchester Utd,2.0,3.0,0.7324148194415547,2.181475837542294
2018-2019,29,Manchester Utd,Southampton,3.0,2.0,2.181475837542294,0.7324148194415547
2018-2019,29,Tottenham,Arsenal,1.0,1.0,1.8563211525069485,1.3954743494566357
2018-2019,29,Arsenal,Tottenham,1.0,1.0,1.3954743494566357,1.8563211525069485
2018-2019,29,Cardiff City,Wolves,0.0,2.0,0.7620616990136283,1.7951569981746425
2018-2019,29,Wolves,Cardiff City,2.0,0.0,1.7951569981746425,0.7620616990136283
2018-2019,29,Watford,Leicester City,2.0,1.0,1.3768835445345593,1.3473428987896823
2018-2019,29,Leicester City,Watford,1.0,2.0,1.3473428987896823,1.3768835445345593
2018-2019,29,Fulham,Chelsea,1.0,2.0,1.0996686426948659,1.96388020759134
2018-2019,29,Chelsea,Fulham,2.0,1.0,1.96388020759134,1.0996686426948659
2018-2019,29,Everton,Liverpool,0.0,0.0,0.741918734070023,1.8007411736054482
2018-2019,29,Liverpool,Everton,0.0,0.0,1.8007411736054482,0.741918734070023
2018-2019,30,Manchester City,Watford,3.0,1.0,2.6653267328721366,0.31730626618389013
2018-2019,30,Watford,Manchester City,1.0,3.0,0.31730626618389013,2.6653267328721366
2018-2019,30,Leicester City,Fulham,3.0,1.0,1.95580439204869,0.7567933248812067
2018-2019,30,Fulham,Leicester City,1.0,3.0,0.7567933248812067,1.95580439204869
2018-2019,30,Huddersfield,Bournemouth,0.0,2.0,1.1618499850950272,1.3912159374320259
2018-2019,30,Bournemouth,Huddersfield,2.0,0.0,1.3912159374320259,1.1618499850950272
2018-2019,30,Southampton,Tottenham,2.0,1.0,1.1269423215160108,1.9118803544985896
2018-2019,30,Tottenham,Southampton,1.0,2.0,1.9118803544985896,1.1269423215160108
2018-2019,30,Newcastle Utd,Everton,3.0,2.0,1.4047339507522318,1.1803474597714265
2018-2019,30,Everton,Newcastle Utd,2.0,3.0,1.1803474597714265,1.4047339507522318
2018-2019,30,Brighton,Crystal Palace,2.0,1.0,1.001148642382092,1.8323713498775827
2018-2019,30,Crystal Palace,Brighton,1.0,2.0,1.8323713498775827,1.001148642382092
2018-2019,30,Cardiff City,West Ham,2.0,0.0,1.347234145894862,1.5009663132247661
2018-2019,30,West Ham,Cardiff City,0.0,2.0,1.5009663132247661,1.347234145894862
2018-2019,30,Burnley,Liverpool,2.0,4.0,0.4753841060863482,2.144216050800911
2018-2019,30,Liverpool,Burnley,4.0,2.0,2.144216050800911,0.4753841060863482
2018-2019,30,Wolves,Chelsea,1.0,1.0,0.9870529856104552,1.9339854063837474
2018-2019,30,Chelsea,Wolves,1.0,1.0,1.9339854063837474,0.9870529856104552
2018-2019,30,Arsenal,Manchester Utd,2.0,0.0,1.761802244550092,1.581472817395716
2018-2019,30,Manchester Utd,Arsenal,0.0,2.0,1.581472817395716,1.761802244550092
2018-2019,31,West Ham,Huddersfield,4.0,3.0,1.8851665297013112,0.9703173102587286
2018-2019,31,Huddersfield,West Ham,3.0,4.0,0.9703173102587286,1.8851665297013112
2018-2019,31,Leicester City,Burnley,2.0,1.0,1.4371243153168312,1.3549937314916947
2018-2019,31,Burnley,Leicester City,1.0,2.0,1.3549937314916947,1.4371243153168312
2018-2019,31,Newcastle Utd,Bournemouth,2.0,2.0,1.2809039551831924,1.5320658288259674
2018-2019,31,Bournemouth,Newcastle Utd,2.0,2.0,1.5320658288259674,1.2809039551831924
2018-2019,31,Liverpool,Fulham,2.0,1.0,2.4268850305096064,0.34824378253442423
2018-2019,31,Fulham,Liverpool,1.0,2.0,0.34824378253442423,2.4268850305096064
2018-2019,31,Everton,Chelsea,2.0,0.0,1.0307771513188284,1.6580024023901112
2018-2019,31,Chelsea,Everton,0.0,2.0,1.6580024023901112,1.0307771513188284
2018-2019,32,Watford,Manchester Utd,1.0,2.0,0.7891856539931834,2.298127722157184
2018-2019,32,Manchester Utd,Watford,2.0,1.0,2.298127722157184,0.7891856539931834
2018-2019,32,Everton,West Ham,2.0,0.0,1.4374035870736246,1.5067782706979505
2018-2019,32,West Ham,Everton,0.0,2.0,1.5067782706979505,1.4374035870736246
2018-2019,32,Southampton,Brighton,1.0,0.0,1.0977041369513088,1.4079181081377479
2018-2019,32,Brighton,Southampton,0.0,1.0,1.4079181081377479,1.0977041369513088
2018-2019,32,Wolves,Burnley,0.0,2.0,1.3546823697377972,1.3587052319047066
2018-2019,32,Burnley,Wolves,2.0,0.0,1.3587052319047066,1.3546823697377972
2018-2019,32,Huddersfield,Crystal Palace,0.0,2.0,0.4936745282711974,1.9779920488033151
2018-2019,32,Crystal Palace,Huddersfield,2.0,0.0,1.9779920488033151,0.4936745282711974
2018-2019,32,Fulham,Manchester City,0.0,2.0,0.24242194961012853,2.732697335280273
2018-2019,32,Manchester City,Fulham,2.0,0.0,2.732697335280273,0.24242194961012853
2018-2019,32,Bournemouth,Leicester City,0.0,2.0,1.0049226142191108,1.56525981482176
2018-2019,32,Leicester City,Bournemouth,2.0,0.0,1.56525981482176,1.0049226142191108
2018-2019,32,Chelsea,Cardiff City,2.0,1.0,1.7541492998621395,1.0785313687987368
2018-2019,32,Cardiff City,Chelsea,1.0,2.0,1.0785313687987368,1.7541492998621395
2018-2019,32,Tottenham,Liverpool,1.0,2.0,0.9369787265094662,2.4144735974124933
2018-2019,32,Liverpool,Tottenham,2.0,1.0,2.4144735974124933,0.9369787265094662
2018-2019,32,Arsenal,Newcastle Utd,2.0,0.0,2.207732731417634,1.011854803859939
2018-2019,32,Newcastle Utd,Arsenal,0.0,2.0,1.011854803859939,2.207732731417634
2018-2019,32,Wolves,Manchester Utd,2.0,1.0,1.0930676726919346,1.7593078384865404
2018-2019,32,Manchester Utd,Wolves,1.0,2.0,1.7593078384865404,1.0930676726919346
2018-2019,32,Fulham,Watford,1.0,4.0,0.8848532933003108,1.823032691062477
2018-2019,32,Watford,Fulham,4.0,1.0,1.823032691062477,0.8848532933003108
2018-2019,32,Cardiff City,Manchester City,0.0,2.0,0.119887576083739,2.951584537050202
2018-2019,32,Manchester City,Cardiff City,2.0,0.0,2.951584537050202,0.119887576083739
2018-2019,32,Crystal Palace,Tottenham,0.0,2.0,1.0307880709738284,1.9139164394970163
2018-2019,32,Tottenham,Crystal Palace,2.0,0.0,1.9139164394970163,1.0307880709738284
2018-2019,32,Chelsea,Brighton,3.0,0.0,1.992296485661102,0.5284139324831358
2018-2019,32,Brighton,Chelsea,0.0,3.0,0.5284139324831358,1.992296485661102
2018-2019,33,Southampton,Liverpool,1.0,3.0,0.7195182174205066,2.200208941645838
2018-2019,33,Liverpool,Southampton,3.0,1.0,2.200208941645838,0.7195182174205066
2018-2019,33,Huddersfield,Leicester City,1.0,4.0,0.7077952317317914,1.5868455079068446
2018-2019,33,Leicester City,Huddersfield,4.0,1.0,1.5868455079068446,0.7077952317317914
2018-2019,33,Burnley,Bournemouth,3.0,1.0,1.0237707569850154,1.504710377790527
2018-2019,33,Bournemouth,Burnley,1.0,3.0,1.504710377790527,1.0237707569850154
2018-2019,33,Crystal Palace,Newcastle Utd,1.0,0.0,1.2085000948440952,1.4522865670984422
2018-2019,33,Newcastle Utd,Crystal Palace,0.0,1.0,1.4522865670984422,1.2085000948440952
2018-2019,33,Everton,Arsenal,1.0,0.0,1.2594756596520298,1.6920043886835963
2018-2019,33,Arsenal,Everton,0.0,1.0,1.6920043886835963,1.2594756596520298
2018-2019,33,Chelsea,West Ham,2.0,0.0,2.3736568260803708,0.6384909249235805
2018-2019,33,West Ham,Chelsea,0.0,2.0,0.6384909249235805,2.3736568260803708
2018-2019,34,Newcastle Utd,Leicester City,1.0,0.0,0.8623997847445452,1.6821235483269856
2018-2019,34,Leicester City,Newcastle Utd,0.0,1.0,1.6821235483269856,0.8623997847445452
2018-2019,34,Brighton,Bournemouth,0.0,5.0,1.1472974755183591,1.1225591856267187
2018-2019,34,Bournemouth,Brighton,5.0,0.0,1.1225591856267187,1.1472974755183591
2018-2019,34,Wolves,Southampton,1.0,3.0,1.184822932180463,1.348801946419078
2018-2019,34,Southampton,Wolves,3.0,1.0,1.348801946419078,1.184822932180463
2018-2019,34,West Ham,Manchester Utd,1.0,2.0,0.7863190549506973,2.381471246550798
2018-2019,34,Manchester Utd,West Ham,2.0,1.0,2.381471246550798,0.7863190549506973
2018-2019,34,Cardiff City,Burnley,0.0,2.0,0.8316755603142318,1.755672473983843
2018-2019,34,Burnley,Cardiff City,2.0,0.0,1.755672473983843,0.8316755603142318
2018-2019,34,Everton,Fulham,0.0,2.0,1.7000118912348898,0.8851502946012529
2018-2019,34,Fulham,Everton,2.0,0.0,0.8851502946012529,1.7000118912348898
2018-2019,34,Tottenham,Huddersfield,4.0,0.0,2.679735331802938,0.23625101222001854
2018-2019,34,Huddersfield,Tottenham,0.0,4.0,0.23625101222001854,2.679735331802938
2018-2019,34,Crystal Palace,Manchester City,1.0,3.0,0.6791143241101687,2.278049213463354
2018-2019,34,Manchester City,Crystal Palace,3.0,1.0,2.278049213463354,0.6791143241101687
2018-2019,34,Chelsea,Liverpool,0.0,2.0,1.0566886582157675,2.117049109311222
2018-2019,34,Liverpool,Chelsea,2.0,0.0,2.117049109311222,1.0566886582157675
2018-2019,34,Arsenal,Watford,1.0,0.0,1.9339886615429291,1.2077773244928574
2018-2019,34,Watford,Arsenal,0.0,1.0,1.2077773244928574,1.9339886615429291
2018-2019,34,Cardiff City,Brighton,2.0,0.0,0.9787886262796732,1.59951593754885
2018-2019,34,Brighton,Cardiff City,0.0,2.0,1.59951593754885,0.9787886262796732
2018-2019,35,Newcastle Utd,Southampton,3.0,1.0,1.4795171587206948,1.0632330896526776
2018-2019,35,Southampton,Newcastle Utd,1.0,3.0,1.0632330896526776,1.4795171587206948
2018-2019,35,Huddersfield,Watford,1.0,2.0,1.1558832816110338,1.7871694251204366
2018-2019,35,Watford,Huddersfield,2.0,1.0,1.7871694251204366,1.1558832816110338
2018-2019,35,Wolves,Brighton,0.0,0.0,1.7522721540963562,0.721634169340576
2018-2019,35,Brighton,Wolves,0.0,0.0,0.721634169340576,1.7522721540963562
2018-2019,35,Leicester City,West Ham,2.0,2.0,1.625211595883954,1.205520971074628
2018-2019,35,West Ham,Leicester City,2.0,2.0,1.205520971074628,1.625211595883954
2018-2019,35,Manchester City,Tottenham,1.0,0.0,2.324198864099589,0.9783432839917022
2018-2019,35,Tottenham,Manchester City,0.0,1.0,0.9783432839917022,2.324198864099589
2018-2019,35,Fulham,Bournemouth,1.0,0.0,0.5890431450601229,1.8772572052834642
2018-2019,35,Bournemouth,Fulham,0.0,1.0,1.8772572052834642,0.5890431450601229
2018-2019,35,Manchester Utd,Everton,0.0,4.0,1.7505998450119868,1.441970004656062
2018-2019,35,Everton,Manchester Utd,4.0,0.0,1.441970004656062,1.7505998450119868
2018-2019,35,Crystal Palace,Arsenal,3.0,2.0,0.9105408170660353,2.1293555917133435
2018-2019,35,Arsenal,Crystal Palace,2.0,3.0,2.1293555917133435,0.9105408170660353
2018-2019,35,Liverpool,Cardiff City,2.0,0.0,2.490176872185357,0.5492669707246175
2018-2019,35,Cardiff City,Liverpool,0.0,2.0,0.5492669707246175,2.490176872185357
2018-2019,35,Burnley,Chelsea,2.0,2.0,0.7193392270142125,2.144730090626538
2018-2019,35,Chelsea,Burnley,2.0,2.0,2.144730090626538,0.7193392270142125
2018-2019,35,Southampton,Watford,1.0,1.0,1.3985322858692224,1.4597752516068598
2018-2019,35,Watford,Southampton,1.0,1.0,1.4597752516068598,1.3985322858692224
2018-2019,35,Tottenham,Brighton,1.0,0.0,2.50020002836862,0.34826065337376955
2018-2019,35,Brighton,Tottenham,0.0,1.0,0.34826065337376955,2.50020002836862
2018-2019,35,Arsenal,Wolves,1.0,3.0,1.6719032582779407,1.2538365529610802
2018-2019,35,Wolves,Arsenal,3.0,1.0,1.2538365529610802,1.6719032582779407
2018-2019,35,Manchester City,Manchester Utd,2.0,0.0,2.1638780294528592,1.2949731474421708
2018-2019,35,Manchester Utd,Manchester City,0.0,2.0,1.2949731474421708,2.1638780294528592
2018-2019,36,Huddersfield,Liverpool,0.0,5.0,0.119887576083739,3.1454816920696373
2018-2019,36,Liverpool,Huddersfield,5.0,0.0,3.1454816920696373,0.119887576083739
2018-2019,36,Crystal Palace,Everton,0.0,0.0,1.2566392643941222,1.4706772501806311
2018-2019,36,Everton,Crystal Palace,0.0,0.0,1.4706772501806311,1.2566392643941222
2018-2019,36,Newcastle Utd,Brighton,1.0,1.0,1.450900366845529,0.9320439859050583
2018-2019,36,Brighton,Newcastle Utd,1.0,1.0,0.9320439859050583,1.450900366845529
2018-2019,36,Bournemouth,Southampton,3.0,3.0,1.144894470999901,1.5530589674947084
2018-2019,36,Southampton,Bournemouth,3.0,3.0,1.5530589674947084,1.144894470999901
2018-2019,36,Watford,Wolves,1.0,2.0,1.4838481701924267,1.304915459289625
2018-2019,36,Wolves,Watford,2.0,1.0,1.304915459289625,1.4838481701924267
2018-2019,36,West Ham,Tottenham,1.0,0.0,0.5484830506937484,2.2877905025898015
